epoch [1/80], train_loss: g_loss: 2.7740211486816406, d_loss: 0.16263997554779053, val_loss: 6.212574746873644
epoch [23/80], train_loss: g_loss: 2.35575532913208, d_loss: 0.5641447901725769, val_loss: 4.816383520762126
epoch [24/80], train_loss: g_loss: 4.635303497314453, d_loss: 0.11182618886232376, val_loss: 6.598705662621392
epoch [25/80], train_loss: g_loss: 4.924121379852295, d_loss: 0.12779709696769714, val_loss: 4.991109980477227
epoch [26/80], train_loss: g_loss: 4.402823448181152, d_loss: 0.21183523535728455, val_loss: 4.8743391036987305
epoch [27/80], train_loss: g_loss: 4.410427093505859, d_loss: 0.03481645509600639, val_loss: 5.115276389651829
epoch [28/80], train_loss: g_loss: 3.8164873123168945, d_loss: 0.14092765748500824, val_loss: 4.867974228329128
epoch [29/80], train_loss: g_loss: 3.192253589630127, d_loss: 0.3237101137638092, val_loss: 4.5435207155015735
epoch [30/80], train_loss: g_loss: 5.962965965270996, d_loss: 0.3142719566822052, val_loss: 8.31450891494751
epoch [31/80], train_loss: g_loss: 4.760642051696777, d_loss: 0.10195159167051315, val_loss: 5.6681623458862305
epoch [32/80], train_loss: g_loss: 3.9692838191986084, d_loss: 0.28791195154190063, val_loss: 4.818656285603841
epoch [33/80], train_loss: g_loss: 5.679601192474365, d_loss: 0.6510710716247559, val_loss: 7.491872787475586
epoch [34/80], train_loss: g_loss: 5.855618476867676, d_loss: 0.25599950551986694, val_loss: 7.385981347825792
epoch [35/80], train_loss: g_loss: 3.6104841232299805, d_loss: 0.32626616954803467, val_loss: 4.40616954697503
epoch [36/80], train_loss: g_loss: 3.6640002727508545, d_loss: 0.1640811562538147, val_loss: 5.437529669867621
epoch [37/80], train_loss: g_loss: 5.090723514556885, d_loss: 0.06556514650583267, val_loss: 6.579809877607557
epoch [38/80], train_loss: g_loss: 4.364457130432129, d_loss: 0.3448018729686737, val_loss: 5.76608223385281
epoch [39/80], train_loss: g_loss: 4.382465839385986, d_loss: 0.05497993901371956, val_loss: 4.822297255198161
epoch [40/80], train_loss: g_loss: 5.402438163757324, d_loss: 0.22357214987277985, val_loss: 7.064185195498997
epoch [41/80], train_loss: g_loss: 3.0344066619873047, d_loss: 0.15041354298591614, val_loss: 3.6622362666659884
epoch [42/80], train_loss: g_loss: 3.8962392807006836, d_loss: 0.22222605347633362, val_loss: 3.8535552554660373
epoch [43/80], train_loss: g_loss: 6.02134895324707, d_loss: 0.4710763990879059, val_loss: 7.873020066155328
epoch [44/80], train_loss: g_loss: 3.573625087738037, d_loss: 0.14013846218585968, val_loss: 3.7849478721618652
epoch [45/80], train_loss: g_loss: 3.8269126415252686, d_loss: 0.12136639654636383, val_loss: 3.484685023625692
epoch [46/80], train_loss: g_loss: 3.642306089401245, d_loss: 0.19482067227363586, val_loss: 4.393907864888509
epoch [47/80], train_loss: g_loss: 5.109622478485107, d_loss: 0.21275576949119568, val_loss: 7.26839992735121
epoch [48/80], train_loss: g_loss: 4.059566974639893, d_loss: 0.4185822308063507, val_loss: 4.466856850518121
epoch [49/80], train_loss: g_loss: 4.1138153076171875, d_loss: 0.22599537670612335, val_loss: 5.063236819373237
epoch [50/80], train_loss: g_loss: 6.13193416595459, d_loss: 0.8341952562332153, val_loss: 6.741848203870985
epoch [51/80], train_loss: g_loss: 6.841052532196045, d_loss: 1.1693801879882812, val_loss: 8.032395998636881
epoch [52/80], train_loss: g_loss: 3.651097059249878, d_loss: 0.40753740072250366, val_loss: 3.8285454909006753
epoch [53/80], train_loss: g_loss: 3.1674487590789795, d_loss: 0.16200155019760132, val_loss: 4.572733137342665
epoch [54/80], train_loss: g_loss: 3.931161880493164, d_loss: 0.15621817111968994, val_loss: 4.657637119293213
epoch [55/80], train_loss: g_loss: 2.1934032440185547, d_loss: 0.870281994342804, val_loss: 1.4015648232565985
epoch [56/80], train_loss: g_loss: 5.167240142822266, d_loss: 0.16563543677330017, val_loss: 6.43609078725179
epoch [57/80], train_loss: g_loss: 2.80977201461792, d_loss: 0.6304104924201965, val_loss: 3.03478651576572
epoch [58/80], train_loss: g_loss: 3.5052013397216797, d_loss: 0.10628743469715118, val_loss: 5.2216249042087135
epoch [59/80], train_loss: g_loss: 3.4231534004211426, d_loss: 0.05543968826532364, val_loss: 4.038077672322591
epoch [60/80], train_loss: g_loss: 4.050026893615723, d_loss: 0.20031297206878662, val_loss: 4.210693465338813
epoch [61/80], train_loss: g_loss: 6.070014953613281, d_loss: 0.28876638412475586, val_loss: 7.2168210877312555
epoch [62/80], train_loss: g_loss: 6.971294403076172, d_loss: 1.182900071144104, val_loss: 7.591201252407497
epoch [63/80], train_loss: g_loss: 6.361250877380371, d_loss: 0.0973900705575943, val_loss: 6.662431134117974
epoch [64/80], train_loss: g_loss: 4.16207218170166, d_loss: 0.02418043091893196, val_loss: 4.490381320317586
epoch [65/80], train_loss: g_loss: 3.947923183441162, d_loss: 0.15701937675476074, val_loss: 5.584478219350179
epoch [66/80], train_loss: g_loss: 4.041069507598877, d_loss: 0.32579076290130615, val_loss: 4.361123588350084
epoch [67/80], train_loss: g_loss: 5.489032745361328, d_loss: 0.6692559719085693, val_loss: 6.802538765801324
epoch [68/80], train_loss: g_loss: 4.505278587341309, d_loss: 1.3405653238296509, val_loss: 6.692390388912624
epoch [69/80], train_loss: g_loss: 3.0184192657470703, d_loss: 0.4148481488227844, val_loss: 3.7436844772762723
epoch [70/80], train_loss: g_loss: 0.735293984413147, d_loss: 1.5913212299346924, val_loss: 0.7287881440586514
epoch [71/80], train_loss: g_loss: 2.9706034660339355, d_loss: 0.20022684335708618, val_loss: 4.12298568089803
epoch [72/80], train_loss: g_loss: 3.601691722869873, d_loss: 0.17409877479076385, val_loss: 4.259363227420383
epoch [73/80], train_loss: g_loss: 4.017184257507324, d_loss: 0.38647234439849854, val_loss: 5.088168091244167
epoch [74/80], train_loss: g_loss: 4.560388565063477, d_loss: 0.0626598671078682, val_loss: 4.081991699006823
epoch [75/80], train_loss: g_loss: 3.205380916595459, d_loss: 0.0853666290640831, val_loss: 3.3502283891042075
epoch [76/80], train_loss: g_loss: 4.939793586730957, d_loss: 0.25850534439086914, val_loss: 7.111752298143175
epoch [77/80], train_loss: g_loss: 2.87467098236084, d_loss: 0.46165749430656433, val_loss: 3.6620730029212103
epoch [78/80], train_loss: g_loss: 2.3093419075012207, d_loss: 0.2012588530778885, val_loss: 3.2701580789354114
epoch [79/80], train_loss: g_loss: 3.149085521697998, d_loss: 0.25090599060058594, val_loss: 3.5790570312076144
epoch [80/80], train_loss: g_loss: 2.1577956676483154, d_loss: 0.1670721471309662, val_loss: 2.645811584260729
