epoch [1/80], train_loss: g_loss: 6.020444393157959, d_loss: 0.04960871487855911, val_loss: 5.4185976421131805
epoch [30/80], train_loss: g_loss: 2.2853307723999023, d_loss: 0.5055763125419617, val_loss: 3.649036435519948
epoch [31/80], train_loss: g_loss: 1.9435275793075562, d_loss: 0.6726686954498291, val_loss: 2.180068114224602
epoch [32/80], train_loss: g_loss: 3.2385244369506836, d_loss: 0.3645137548446655, val_loss: 3.202285612330717
epoch [33/80], train_loss: g_loss: 4.51743221282959, d_loss: 0.21782490611076355, val_loss: 5.084635313819437
epoch [34/80], train_loss: g_loss: 3.678438901901245, d_loss: 0.7991472482681274, val_loss: 3.2590487003326416
epoch [35/80], train_loss: g_loss: 2.0907413959503174, d_loss: 0.33706775307655334, val_loss: 2.381239280981176
epoch [36/80], train_loss: g_loss: 2.756481170654297, d_loss: 0.6411790251731873, val_loss: 2.8364680093877457
epoch [37/80], train_loss: g_loss: 1.7757686376571655, d_loss: 0.43533357977867126, val_loss: 2.0725302205366245
epoch [38/80], train_loss: g_loss: 2.0349743366241455, d_loss: 0.41745278239250183, val_loss: 2.9050186101128075
epoch [39/80], train_loss: g_loss: 4.556148529052734, d_loss: 0.7014851570129395, val_loss: 4.314726296593161
epoch [40/80], train_loss: g_loss: 2.6827878952026367, d_loss: 0.3779885470867157, val_loss: 2.9230449760661408
epoch [41/80], train_loss: g_loss: 2.8734421730041504, d_loss: 0.4083760976791382, val_loss: 3.010634464376113
epoch [42/80], train_loss: g_loss: 3.3936688899993896, d_loss: 0.3577497601509094, val_loss: 3.768777889363906
epoch [43/80], train_loss: g_loss: 2.7304961681365967, d_loss: 0.4614983797073364, val_loss: 3.6542598359725056
epoch [44/80], train_loss: g_loss: 4.5868730545043945, d_loss: 0.24138101935386658, val_loss: 5.046424501082477
epoch [45/80], train_loss: g_loss: 3.374537467956543, d_loss: 0.20150189101696014, val_loss: 3.5179214617785286
epoch [46/80], train_loss: g_loss: 1.7967971563339233, d_loss: 0.4573460817337036, val_loss: 2.8685929354499367
epoch [47/80], train_loss: g_loss: 2.44457745552063, d_loss: 0.2734454274177551, val_loss: 2.549142837524414
epoch [48/80], train_loss: g_loss: 2.9342150688171387, d_loss: 0.48142093420028687, val_loss: 3.370124704697553
epoch [49/80], train_loss: g_loss: 4.8797807693481445, d_loss: 0.2555199861526489, val_loss: 5.514878749847412
epoch [50/80], train_loss: g_loss: 3.0880277156829834, d_loss: 0.6086615324020386, val_loss: 3.808370393865249
epoch [51/80], train_loss: g_loss: 2.4553422927856445, d_loss: 0.30406054854393005, val_loss: 2.7644579971537873
epoch [52/80], train_loss: g_loss: 4.1420769691467285, d_loss: 0.5073758363723755, val_loss: 5.363480848424575
epoch [53/80], train_loss: g_loss: 2.306271553039551, d_loss: 0.4629911780357361, val_loss: 2.713204257628497
epoch [54/80], train_loss: g_loss: 3.2740535736083984, d_loss: 0.225425124168396, val_loss: 3.587925953023574
epoch [55/80], train_loss: g_loss: 1.845281958580017, d_loss: 0.45755070447921753, val_loss: 3.3673751494463753
epoch [56/80], train_loss: g_loss: 3.715595245361328, d_loss: 0.7909049987792969, val_loss: 5.511315738453584
epoch [57/80], train_loss: g_loss: 2.240036964416504, d_loss: 0.24601028859615326, val_loss: 2.584457187091603
epoch [58/80], train_loss: g_loss: 2.585193157196045, d_loss: 0.21660444140434265, val_loss: 3.037233408759622
epoch [59/80], train_loss: g_loss: 2.7505030632019043, d_loss: 0.19086024165153503, val_loss: 3.86317180184757
epoch [60/80], train_loss: g_loss: 2.7778995037078857, d_loss: 0.5551190376281738, val_loss: 3.6614503579981186
epoch [61/80], train_loss: g_loss: 1.7007336616516113, d_loss: 0.4051772356033325, val_loss: 2.905685403767754
epoch [62/80], train_loss: g_loss: 4.766369342803955, d_loss: 0.49205636978149414, val_loss: 5.567961468416102
epoch [63/80], train_loss: g_loss: 2.124505043029785, d_loss: 0.6800635457038879, val_loss: 3.0149846637950226
epoch [64/80], train_loss: g_loss: 2.6640303134918213, d_loss: 0.37868770956993103, val_loss: 3.546411402085248
epoch [65/80], train_loss: g_loss: 2.8434653282165527, d_loss: 0.6505241990089417, val_loss: 3.5210714480456184
epoch [66/80], train_loss: g_loss: 2.905626058578491, d_loss: 0.3999653160572052, val_loss: 3.3871304708368637
epoch [67/80], train_loss: g_loss: 3.269942045211792, d_loss: 0.7962887287139893, val_loss: 3.3673454873702107
epoch [68/80], train_loss: g_loss: 3.0821571350097656, d_loss: 0.21548737585544586, val_loss: 3.507943700341617
epoch [69/80], train_loss: g_loss: 4.3405656814575195, d_loss: 0.2928897738456726, val_loss: 4.780934670392205
epoch [70/80], train_loss: g_loss: 3.4775102138519287, d_loss: 0.4251646101474762, val_loss: 4.125282483942368
epoch [71/80], train_loss: g_loss: 3.171597957611084, d_loss: 0.2271585762500763, val_loss: 3.482403082006118
epoch [72/80], train_loss: g_loss: 3.053988456726074, d_loss: 0.232364222407341, val_loss: 3.3845001108506145
epoch [73/80], train_loss: g_loss: 2.7289607524871826, d_loss: 0.6755025386810303, val_loss: 4.151450605953441
epoch [74/80], train_loss: g_loss: 2.811044692993164, d_loss: 0.632267415523529, val_loss: 3.1678403405582203
epoch [75/80], train_loss: g_loss: 2.678129196166992, d_loss: 0.2798224687576294, val_loss: 2.994778941659366
epoch [76/80], train_loss: g_loss: 3.503343343734741, d_loss: 0.23548519611358643, val_loss: 4.1234426077674415
epoch [77/80], train_loss: g_loss: 3.6768739223480225, d_loss: 0.6690427660942078, val_loss: 4.0834777074701645
epoch [78/80], train_loss: g_loss: 2.788623332977295, d_loss: 0.37042638659477234, val_loss: 3.2057436915004955
epoch [79/80], train_loss: g_loss: 3.62115740776062, d_loss: 0.38020384311676025, val_loss: 4.73976713068345
epoch [80/80], train_loss: g_loss: 2.611035108566284, d_loss: 0.5020160675048828, val_loss: 2.797518716138952
